Brand,Price,Photo,Model Number,Made In,Warranty,Available Colors,Body Type,Engine Type,Engine Power,Torque,No. of Cylinders,Charger,Maximum Speed,Acceleration Time (0-100 kmph),Transmission Type,Drive Type,Gear Box,Steering Type,Steering Gear Type,Front Suspension,Back Suspension,Length,Width,Height,Wheel Base,Ground Clearance,Kerb Weight,Tyre Size,Wheel Size,Front Brake,Rear Brake,Mileage in City,Mileage on Highway,Fuel Type,Seating Capacity,Fuel Tank Capacity (Litres),No. of Doors,Air Conditioner,Heater,AntiLock Braking System,Central Locking,Power Steering,Power Windows,Leather Seats,Anti-Lock Braking,Brake Assist,Central Locking,Power Door Locks,Child Safety Locks,Night Rear View Mirror,Rear Seat Belts,Door Ajar Warning,Adjustable Seats,Crash Sensor,Engine Check Warning,Rear Camera,Anti-Theft Device,Touch Screen,Audio System Remote Control,Speakers Front & back,Bluetooth Connectivity,USB & Auxiliary Input,Adjustable Steering Column,Height Adjustable Driving Seat,Digital Clock,Smoke Headlamps,Electric Folding Rear View Mirror,Automatic Climate Control,Low Fuel Warning Light,Parking Sensors,Bottle Holder,Voice Control,Minimum Turning Radius,Tyre Type,Seat Belt Warning,Vehicle Stability Control System,Engine Immobilizer,Rear Reading Lamp,Fuel System,Radio,Outside Temperature Display,Valve Configuration,Fog Lights Front & Back,Centrally Mounted Fuel Tank,CD Player,DVD Player,Electric Adjustable Seats,Keyless Entry,Boot Space,Tyre Pressure Monitor,Smart Access Card Entry,Assembled In,Displacement (cc),Xenon Headlamps,Halogen Headlamps,Shock Absorbers Type,Removable/Convertible Top,Introduction Date,Cassette Player
Volkswagen,"23,540",https://www.ccarprice.com/products/Volkswagen_Taigun_STD_2022.jpg,Taigun STD 2022,American,"3 years/60,000 km","Pure White, Platinum Gray Metallic, Deep Black Pearl, Reflex Silver Metallic, Tourmaline Blue Metallic",SUV,V6 3.6L,190 horsepower,266 lb·ft @ 2750 rpm,4 Cylinder,Yes,Around 125 mph,0-60 mph in 7.1 seconds,Automatic,All Wheel Drive (AWD),6-Speed,Power,Rack-Pinion,Double Wishbone,Multi-Link,4486 mm,1839 mm,1672 mm,2677 mm,149 mm,1720 kg,Front: 215/65 R 17 Rear: 215/65 R 17,17 INCH,4 wheel Discs,4 Wheel ABS,TBC,TBC,Petrol,5 Seaters,71 Liters,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,,,,,,,,,
Volkswagen,"13,080",https://www.ccarprice.com/products/Volkswagen_Virtus_2022.jpg,Virtus 2022,American,"4 Years / 50,000 Miles Basic, 7 Years / 100,000 Miles Corrosion, 4 Years / 50,000 Miles Drivetrain, 2 Years / 20,000 Miles Maintenance, and 3 Years / 36,000 Miles Roadside Assistance Warranty.","Deep Black Pearl, Pure White, Pyrite Silver Metallic, Tornado Red, and Pure Gray.",Sedan,TBC,113 hp,178 Nm,4,,Around TBC mph,0-60 mph in TBC seconds,Automatic,Front-Wheel Drive,TBC-Speed,Power,Rack-Pinion,TBC,TBC,185.2 in,70.8 in,56.8 in,105.6 in,5 in,TBC,TBC,TBC,4 wheel Discs,4 Wheel ABS,TBC,TBC,Petrol,5 seater,TBC,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,TBC,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"33,000",https://www.ccarprice.com/products/Volkswagen_ID_3_2022.jpg,ID.3 2022,Germany: Zwickau (Zwickau-Mosel Plant);[3] Dresden (Transparent Factory),,"Grey as the main color, with either grey (for a change), white or orange highlights.",5-door hatchback,APP 310 Permanent Magnet Brushless motor,150 kW (200 hp),310 Nm,,"Yes  Battery : Three battery version;kWh, 58 kWh, and 77kWh",99 mph,,,,,,,,,"4,262 mm","1,809 mm","1,552 mm","2,765 mm",,"1,600 kg",,,Discs,Discs,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"55,000",https://www.ccarprice.com/products/Volkswagen_ID_vizzion_2022.jpg,ID vizzion 2022,China,,,4-door sedan luxury car,Permanent-magnet,Double motor all-wheel-drive 225 kW of power (75 kW front and 150 kW rear),,,Yes  Battery : 111 kWh Lithium-ion battery,112 mph (180 km/h),,,,,,,,,"5,164 mm","1,948 mm","1,506 mm",,,,,,Discs,Discs,,,,,,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"23,190",https://www.ccarprice.com/products/Volkswagen_E_Golf_2022.jpg,E-Golf 2022,China,,,Hatchback,,100 kW (136 PS),290 Nm,,Yes  Battery Capacity : 35.0 kWh Lithium-ion  Battery Useable : 32.0 kWh  Fast charge Time : 36 min  Fast Charge Speed : 220 km/h,150 km/h,,,,,,,,,4270 mm,1799 mm,1450 mm,2631 mm,,,,,Discs,Discs,,,,,,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"51,110",https://www.ccarprice.com/products/Volkswagen_ID_5_Pro_Performance_2022.jpg,ID.5 Pro Performance 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black Metallic, Nautical Blue, and Super White, Red",SUV,e-motor,RWD 128 kW (174 hp),235 Nm,,"Yes Battery Type :77.0 kWh  Battery Capacity : 77 kWh usable, 82 kWh total  Range: 430 km",160 km/h,,,,,,,,,4599 mm,1852 mm,1615 mm,2771 mm,16 cm,2117 kg,235/55R19,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,255/45R20,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"66,240",https://www.ccarprice.com/products/Volkswagen_ID_5_Pro_2022.jpg,ID.5 Pro 2022,Germany,"Basic: 8 Years / 100,000 Miles","Classic Silver Magnetic Gray, Midnight Black Metallic, Nautical Blue, and Super White, Red",SUV,Electric,RWD 128 kW (174 hp),235 Nm,,"Yes Battery Type :77.0 kWh  Battery Capacity : 77 kWh usable, 82 kWh total  Range: 430 km",160 km/h,0-100 km/h in 8.4 seconds,Automatic,Rear-wheel drive,,Electronic,Rack and Pinion,,,165.7 in,70 in,59 in,106.2 in,6.4 in,2117 kg,"Front: 235/55R19, Rear: 255/45R20",Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,TBC,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"66,690",https://www.ccarprice.com/products/Volkswagen_ID_4_GTX_2022.jpg,ID.4 GTX 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",SUV,e-motor,AWD 220 kW (299 hp),460 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 77 kWh usable, 82 kWh total  Range: 400 km",112mph,,,,,,,,,4584 mm,1852 mm,1640 mm,2771 mm,21 cm,2224 kg,P235/50 R20,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,P235/45 R21,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"44,220",https://www.ccarprice.com/products/Volkswagen_ID_4_Pure_Performance_2022.jpg,ID.4 Pure Performance 2022,Germany,"4 Years / 50,000 Miles Basic , 7 Years / 100,000 Miles Corrosion , 4 Years / 50,000 Miles Drivetrain , 2 Years / 20,000 Miles Maintenance and 3 Years / 36,000 Miles Roadside Assistance Warranty","Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",SUV,Electric,RWD 125 kW (170 hp),310 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 52 kWh usable, 55 kWh total  Range: 450 km",160 km/h,0-60 mph in 5.7 seconds,Automatic,All-Wheel Drive,Single-Speed,Electric,Rack and Pinion,Strut,Multi-Link,180.5 in,72.9 in,65.1 in,108.9 in,6.5 in,1965 kg,P235/50 R20,20 in x 8.5 in,4 wheel Discs,4 Wheel ABS,98 mpg,88 mpg,Electric,5 Seats,,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,36.4 ft,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"47,610",https://www.ccarprice.com/products/Volkswagen_ID_4_Pure_2022.jpg,ID.4 Pure 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",SUV,e-motor,RWD 109 kW (148 hp),220 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 52 kWh usable, 55 kWh total  Range: 342 km",160 km/h,,,,,,,,,4584 mm,1852 mm,1640 mm,2771 mm,21 cm,1968 kg,P235/50 R20,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,P235/45 R21,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"51,060",https://www.ccarprice.com/products/Volkswagen_ID_4_Pro_Performance_2022.jpg,ID.4 Pro Performance 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",SUV,e-motor,RWD 150 kW (204 hp),310 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 77 kWh usable, 82 kWh total  Range: 450 km",160 km/h,,,,,,,,,4584 mm,1852 mm,1640 mm,2771 mm,21 cm,2120 kg,P235/50 R20,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,P235/45 R21,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"39,990",https://www.ccarprice.com/products/Volkswagen_ID_4_Pro_USA_2022.jpg,ID.4 Pro (USA) 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",SUV,e-motor,RWD 150 kW (204 hp),310 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 77 kWh usable, 82 kWh total  Range: 450 km",160 km/h,,,,,,,,,4584 mm,1852 mm,1640 mm,2771 mm,21 cm,2660 kg,P235/50 R20,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,P235/45 R21,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"43,670",https://www.ccarprice.com/products/Volkswagen_ID_4_AWD_Pro_USA_2022.jpg,ID.4 AWD Pro (USA) 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",SUV,e-motor,AWD 217 kW (295 hp),460 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 77 kWh usable, 82 kWh total  Range: 450 km",160 km/h,,,,,,,,,4584 mm,1852 mm,1640 mm,2771 mm,21 cm,2660 kg,P235/50 R20,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,P235/45 R21,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"38,620",https://www.ccarprice.com/products/Volkswagen_ID_3_Pure_Performance_2022.jpg,ID.3 Pure Performance 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",Hatchback,e-motor,RWD 110 kW (150 hp),310 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 45 kWh usable, 55 kWh total  Range: 405 km",160 km/h,,,,,,,,,4261 mm,1809 mm,1568 mm,2770 mm,21 cm,1725 kg,235/50 R20,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,235/45 R21,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"40,310",https://www.ccarprice.com/products/Volkswagen_ID_3_Pro_2022.jpg,ID.3 Pro 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",Hatchback,Permanent Magnet Brushless motor,RWD 107 kW (145 hp),275 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 58 kWh usable, 62 kWh total  Range: 345 km",99 mph,,,,,,,,,4261 mm,1809 mm,1568 mm,2770 mm,116 mm,1805 kg,255/50R19,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"41,990",https://www.ccarprice.com/products/Volkswagen_ID_3_Pro_Performance_2022.jpg,ID.3 Pro Performance 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",Hatchback,Permanent Magnet Brushless motor,RWD 150 kW (204 hp),310 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 58 kWh usable, 62 kWh total  Range: 424 km",99 mph,,,,,,,,,4261 mm,1809 mm,1568 mm,2770 mm,116 mm,1805 kg,235/55R19,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,255/50R19,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"48,240",https://www.ccarprice.com/products/Volkswagen_ID_3_Pro_S_2022.jpg,ID.3 Pro S 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",Hatchback,Permanent Magnet Brushless motor,RWD 150 kW (204 hp),310 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 77 kWh usable, 82 kWh total  Range: 540 km",99 mph,,,,,,,,,4261 mm,1809 mm,1568 mm,2770 mm,116 mm,1805 kg,235/55R19,Aluminum Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"22,000",https://www.ccarprice.com/products/Volkswagen_E_Golf_32kWh_2022.jpg,E-Golf 32kWh 2022,Germany,,"Classic Silver Magnetic Gray, Midnight Black, Metallic, Nautical Blue, and Super White, Red",Hatchback,Permanent Magnet Brushless motor,FWD 100 kW (136 hp),290 Nm,,"Yes Battery Type : Lithium-Ion  Battery Capacity : 32 kWh usable, 35 kWh total  Range: 232 km",93 mph,,,,,,,,,4270 mm,1799 mm,1452 mm,2629 mm,143 mm,1569 kg,205/55R16,Alloy Wheels,Discs,Discs,,,,5 Seats,,5 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,205/55R16,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"39,990",https://www.ccarprice.com/products/Volkswagen_ID_5_GTX_2022.jpg,ID.5 GTX 2022,Germany,"Basic: 8 Years / 100,000 Miles","Pure White, Tornado Red, Teal Blue Etc",SUV,Electric,220 kW (299 PS),460 Nm,,Yes  Battery Capacity : 82.0 kWh  Useable Battery : 77.0 kWh  Charge Port : 2 Type  Port Location : Right Side- Rear  Charge Power : 11 kW AC  Charge Time : 8 Hours 15 minute  Charge Speed 52 km/h,180 km/h,0-100 km/h in 6.3 seconds,Automatic,All-wheel drive,,Electronic,Rack-Pinion,,,181 in,72.9 in,63.5 in,190 in,6.4 in,"4,942 lbs",P225/45R20,20 inches,Discs,Discs,,,,5-Seater,,5 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,TBC,,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,
Volkswagen,"45,090",https://www.ccarprice.com/products/Volkswagen_Golf_R_DSG_2023.jpg,Golf R DSG 2023,Germany,"Base: 4 years/80000 km , Powertrain: 5 years/100,000 km . Corrosion: 7 years/unlimited , Roadside assistance: 4 years/80000 km","Deep Black Pearl, Lapiz Blue Metallic, and Pure White",Hatchback,2.0L Turbo Inline-4 Gas,315 hp @ 5900 rpm,280 lb-ft @ 1900 rpm,4,Turbo,,,Automatic,All-Wheel Drive,7-Speed,Power,Rack-Pinion,Strut,Multi-Link,168.9 in,70.4 in,57.7 in,103.5 in,4.7 in,"3,481 lbs",P235/35YR19,19 in x 8 in,Discs,Discs,20 MPG,28 MPG,Gasoline,5 seater,14.5 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,39.3 ft,,Yes,Yes,Yes,Yes,,,,,,,,,,Yes,,,,,,,,,,,
Volkswagen,"44,440",https://www.ccarprice.com/products/Volkswagen_Golf-R_DSG_2022.jpg,Golf R DSG 2022,Germany,"Base: 4 years/80000 km , Powertrain: 5 years/100,000 km . Corrosion: 7 years/unlimited , Roadside assistance: 4 years/80000 km","Deep Black Pearl, Lapiz Blue Metallic, and Pure White.",Hatchback,2.0L Turbo Inline-4 Gas,315 hp @ 5900 rpm,280 lb-ft @ 1900 rpm,4,Turbo,,,7-Speed Automatic,All Wheel Drive (AWD),,Power,Rack-Pinion,Strut,Multi-Link,168.9 in,70.4 in,57.7 in,103.5 in,4.7 in,"3,481 lbs",P235/35YR19,19 in x 8 in Aluminum Wheels,Discs,Discs,20 MPG,28 MPG,Gasoline,5 seater,14.5 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,39.3 ft,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,
Volkswagen,"44,290",https://www.ccarprice.com/products/Volkswagen_Golf-R_2023.jpg,Golf R 2023,Germany,"Base: 4 years/80000 km , Powertrain: 5 years/100,000 km . Corrosion: 7 years/unlimited , Roadside assistance: 4 years/80000 km","Deep Black Pearl, Lapiz Blue Metallic, and Pure White.",Hatchback,2.0L Turbo Inline-4 Gas,315 hp @ 5900 rpm,280 lb-ft @ 1900 rpm,4,Turbo,,,Manual,All Wheel Drive (AWD),6-Speed,Power,Rack-Pinion,Strut,Multi-Link,168.9 in,70.4 in,57.7 in,103.5 in,4.7 in,"3,417 lbs",P235/35YR19,19 in x 8 in Aluminum Wheels,Discs,Discs,20 MPG,28 MPG,Gasoline,5 seater,14.5 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,39.3 ft,,Yes,Yes,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,
Volkswagen,"43,680",https://www.ccarprice.com/products/Volkswagen_Atlas_Cross_Sport_2.0T_SEL_2023.jpg,Atlas Cross Sport 2.0T SEL 2023,American,"4 Years / 50,000 Miles Basic , 7 Years / 100,000 Miles Corrosion , 4 Years / 50,000 Miles Drivetrain , 2 Years / 20,000 Miles Maintenance , and 3 Years / 36,000 Miles Roadside Assistance Warranty.","Deep Black Pearl, Platinum Gray Metallic, Pure White, Pyrite Silver Metallic, Tourmaline Blue Metallic",SUV,2.0L Turbo Inline-4 Gas,235 hp @ 4500 rpm,258 lb-ft @ 1600 rpm,,Yes,TBC,0-60 mph in 7.5 seconds,Automatic,All-Wheel Drive,8-Speed,Power,Rack-Pinion,Strut,Multi-Link,195.5 in,78.4 in,67.8 in,117.3 in,8 in,"4,284 lbs",P255/50TR20,20 in x 8 in,Disc,Disc,20 MPG,24 MPG,Gasoline,5 seater,18.6 gallons,4 doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,40.5 ft,,Yes,,Yes,Yes,,Yes,,,,Yes,,,,,,Yes,,,,,,,,,
Volkswagen,"51,070",https://www.ccarprice.com/products/Volkswagen_Atlas_V6_SEL_Premium_R-Line_2022.jpg,Atlas V6 SEL Premium R-Line 2022,America,"Basic: 4 Years / 50000 Miles , Corrosion: 7 Years / 100000 Miles , Drivetrain: 4 Years / 50000 Miles , Maintenance: 2 Years / 20000 Miles , Roadside Assistance: 3 Years / 36000 Miles","Deep Black Pearl , Platinum Gray Metallic , Pure White , Pyrite Silver Metallic , Tourmaline Blue Metallic",SUV,3.6L V6 Gas,276 hp @ 6200 rpm,266 lb-ft @ 3600 rpm,6,Turbocharged,,,Automatic,All-Wheel Drive,8-Speed,Power,Rack & Pinion,Strut,Multi-Link,200.7 in,78.3 in,70.4 in,117.3 in,,"4,605 lbs",P265/45HR21,21 in x 9 in Aluminum Wheels,Disc,Disc,17 MPG,23 MPG,Regular,7 seater,18.6 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,40.5 ft,,Yes,,Yes,Yes,,Yes,,,,Yes,,,,Yes,,,,,,,,,,,
Volkswagen,"31,290",https://www.ccarprice.com/products/Volkswagen_Tiguan_SE_4MATION_2022.jpg,Tiguan SE 4MATION 2022,,"4 Years / 50,000 Miles Basic, 7 Years / 100,000 Miles Corrosion, 4 Years / 50,000 Miles Drivetrain, 2 Years / 20,000 Miles Maintenance, and 3 Years / 36,000 Miles Roadside Assistance Warranty.","Deep Black Pearl, Platinum Gray Metallic, Pure White, and Pyrite Silver Metallic.",SUV,2.0L Turbo Inline-4 Gas,184 hp @ 4400 rpm,221 lb-ft @ 1600 rpm,4,Turbo,,,Automatic,All-Wheel Drive,8-Speed,Power,Rack-Pinion,Strut,Multi-Link,186.1 in,72.4 in,66.5 in,109.8 in,7.6 in,"3,856 lbs",P215/60HR18,18 in x 7 in Aluminum Wheels,Discs,Discs,22 MPG,29 MPG,Gasoline,5 seater,15.9 gallons,4 Doors,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,37.7 ft,,Yes,,,Yes,,,,,,Yes,,Yes,,Yes,,,,,,,,,,,
